chr2	chr2	100.000	10639543	0	0	8447746	19087288	8443535	19083077	0.0	1.965e+07
chr2	chr2	100.000	1696173	0	0	4212	1700384	1	1696173	0.0	3.132e+06
chr2	chr2	100.000	1129985	0	0	2975018	4105002	2970807	4100791	0.0	2.087e+06
chr2	chr2	100.000	1108510	0	0	4949603	6058112	4945392	6053901	0.0	2.047e+06
chr2	chr2	100.000	1004113	0	0	7443133	8447245	7438922	8443034	0.0	1.854e+06
chr2	chr2	100.000	670195	0	0	6126505	6796699	6122294	6792488	0.0	1.238e+06
chr2	chr2	100.000	645433	0	0	6797200	7442632	6792989	7438421	0.0	1.192e+06
chr2	chr2	100.000	579171	0	0	4105503	4684673	4101292	4680462	0.0	1.070e+06
chr2	chr2	100.000	507636	0	0	2466882	2974517	2462671	2970306	0.0	9.374e+05
chr2	chr2	100.000	469140	0	0	1997242	2466381	1993031	2462170	0.0	8.663e+05
chr2	chr2	100.000	295857	0	0	1700885	1996741	1696674	1992530	0.0	5.463e+05
chr2	chr2	100.000	263929	0	0	4685174	4949102	4680963	4944891	0.0	4.874e+05
chr2	chr2	100.000	67392	0	0	6058613	6126004	6054402	6121793	0.0	1.245e+05
chr2	chr2	98.797	29015	144	187	5258575	5287480	5240705	5269623	0.0	51458
chr2	chr2	98.797	29015	144	187	5244916	5273834	5254364	5283269	0.0	51458
chr2	chr2	98.856	15295	126	44	5272218	5287480	5240705	5255982	0.0	27229
chr2	chr2	98.856	15295	126	44	5244916	5260193	5268007	5283269	0.0	27229
chr2	chr2	97.627	13652	227	47	6130981	6144590	6123385	6136981	0.0	23326
chr2	chr2	97.627	13652	227	47	6127596	6141192	6126770	6140379	0.0	23326
chr2	chr2	87.287	19917	2344	95	3939038	3958860	3933956	3953778	0.0	22580
chr2	chr2	87.289	19919	2340	99	3938167	3957989	3934827	3954649	0.0	22580
chr2	chr2	88.014	18096	1834	165	3940931	3958859	3933909	3951836	0.0	21091
chr2	chr2	88.015	18098	1830	168	3938120	3956047	3936720	3954648	0.0	21091
chr2	chr2	84.929	20576	2734	161	3938467	3958859	3933966	3954357	0.0	20478
chr2	chr2	84.931	20578	2730	162	3938177	3958568	3934256	3954648	0.0	20478
chr2	chr2	84.980	20466	2741	162	3938560	3958859	3933962	3954260	0.0	20456
chr2	chr2	84.980	20466	2741	162	3938173	3958471	3934349	3954648	0.0	20456
chr2	chr2	84.910	20378	2725	187	3938657	3958859	3933962	3954164	0.0	20273
chr2	chr2	84.909	20376	2729	184	3938173	3958375	3934446	3954648	0.0	20273
chr2	chr2	86.076	19082	2382	126	3939916	3958859	3933962	3952906	0.0	20264
chr2	chr2	86.074	19080	2386	123	3938173	3957117	3935705	3954648	0.0	20264
chr2	chr2	84.663	20689	2778	186	3938366	3958857	3933962	3954452	0.0	20262
chr2	chr2	84.663	20689	2778	186	3938173	3958663	3934155	3954646	0.0	20262
chr2	chr2	84.964	20284	2694	167	3938754	3958859	3933962	3954067	0.0	20233
chr2	chr2	84.964	20284	2694	168	3938173	3958278	3934543	3954648	0.0	20233
chr2	chr2	85.290	19796	2561	150	3939238	3958857	3933962	3953582	0.0	20100
chr2	chr2	85.291	19798	2557	153	3938173	3957793	3935027	3954646	0.0	20100
chr2	chr2	84.845	20204	2670	204	3938851	3958858	3933962	3953969	0.0	19985
chr2	chr2	84.843	20202	2674	203	3938173	3958180	3934640	3954647	0.0	19985
chr2	chr2	99.024	11173	52	49	1997242	2008376	1981377	1992530	0.0	19976
chr2	chr2	99.024	11173	52	49	1985588	1996741	1993031	2004165	0.0	19976
chr2	chr2	85.439	19401	2493	155	3939625	3958859	3933962	3953196	0.0	19871
chr2	chr2	85.438	19400	2495	153	3938173	3957407	3935414	3954648	0.0	19871
chr2	chr2	85.295	19510	2512	180	3939529	3958859	3933962	3953293	0.0	19804
chr2	chr2	85.295	19510	2512	180	3938173	3957504	3935318	3954648	0.0	19804
chr2	chr2	84.686	19903	2681	179	3939141	3958859	3933962	3953681	0.0	19529
chr2	chr2	84.684	19901	2685	175	3938173	3957892	3934930	3954648	0.0	19529
chr2	chr2	85.581	18836	2351	175	3940207	3958859	3933962	3952615	0.0	19400
chr2	chr2	85.580	18835	2353	173	3938173	3956826	3935996	3954648	0.0	19400
chr2	chr2	84.686	19707	2655	179	3939335	3958859	3933962	3953487	0.0	19337
chr2	chr2	84.685	19706	2657	176	3938173	3957698	3935124	3954648	0.0	19337
chr2	chr2	84.662	19599	2665	151	3939432	3958859	3933962	3953390	0.0	19224
chr2	chr2	84.662	19599	2665	151	3938173	3957601	3935221	3954648	0.0	19224
chr2	chr2	99.646	10453	34	3	3948409	3958859	3933965	3944416	0.0	19095
chr2	chr2	99.646	10453	34	3	3938176	3948627	3944198	3954648	0.0	19095
